,관할보건소,동,설치기관이름,설치기관주소,기관연락처,설치 위치,경도,위도
169,북구,신용동,건국초등학교,광주광역시 북구 첨단연신로108번길 86 건국초 (신용동),062-718-3593,1층 중앙현관 당직실 옆,126.865810020975,35.2106826191624
170,남구,행암동,효천초등학교,"광주광역시 남구 효우2로 70', ' 효천초등학교 (행암동)",062-612-8571,중앙 현관,126.884110088538,35.1003366949469
171,남구,방림동,숭의과학기술고등학교,"광주광역시 남구 오방로 34-13', ' 숭의고등학교', ' 숭의중학교 (방림동)",062-606-5884,A동 1층 행정실 앞 복도,126.923769855646,35.1290241682655
172,남구,진월동,광주동성중학교,"광주광역시 남구 서문대로627번길 20', ' 광주동성중학교 (진월동)",062-670-4881,2층 교무실 옆 복도,126.893534368267,35.1154825314798
173,남구,임암동,효천시티프라디움아파트,"광주광역시 남구 효천2로 1 (임암동', ' 시티프라디움 아파트)",062-675-0930,아파트 관리사무소,126.872041237473,35.1002496547272
174,북구,운암동,광주예술고등학교,"광주광역시 북구 서강로 133', ' 광주예술고등학교 (운암동)",062-520-8863,중앙현관입구,126.875314923541,35.1839076230762
175,광산구,송정동,광주소프트웨어마이스터고등학교,"광주광역시 광산구 상무대로 312', ' 광주소프트웨어마이스터고등학교 (송정동)",062-949-6800,기숙사3층,126.800771954215,35.1427689679488
176,북구,오치동,문우초등학교,광주광역시 북구 능안로 7 문우초 (오치동),062-260-1500,본관 1층(중앙 로비),126.916411536255,35.186122795951
177,북구,용두동,용두중학교,광주광역시 북구 하서로483번길 48 용두중 (용두동),062-570-6680,본관 1층 현관,126.875246120094,35.2157710109503
178,북구,용두동,용두중학교,광주광역시 북구 하서로483번길 48 용두중 (용두동),062-570-6680,2층 강당,126.875246120094,35.2157710109503
179,광산구,우산동,광산중학교,"광주광역시 광산구 사암로158번길 23', ' 광산중학교 (우산동)",062-601-6853,본관1층로비,126.808604966776,35.159225991363
180,북구,매곡동,하백초등학교,"광주광역시 북구 하백로5번길 10', ' 하백초등학교 (매곡동)",062-570-9173,본관 현관(교감실 옆 계단 입구),126.888910779031,35.1886004217399
181,남구,주월동,광주봉주초등학교,광주광역시 남구 봉주길 22 (주월동),062-650-6684,중간동 1층 현관,126.891816716168,35.1364800015425
182,북구,두암동,풍향초등학교,광주광역시 북구 군왕로51번길 77 풍향초 (두암동),062-609-1105,교무실과 보건실 사이,126.927611479902,35.1672729002123
183,북구,양산동,양지초등학교,"광주광역시 북구 자라봉로63번길 16', ' 양지초등학교 (양산동)",062-605-7773,2층 강당 앞,126.881293638906,35.2084204430133
184,남구,행암동,효천중학교,"광주광역시 남구 서문대로402번길 50', ' 효천중학교 (행암동)",062-720-2241,효천중학교 1층 교장실 앞,126.883127919357,35.1020342895906
185,북구,효령동,광주북초등학교,"광주광역시 북구 하서로 985', ' 광주북초등학교 (효령동)",062-717-1709,본관 현관 입구,126.91407073403,35.2464937313686
186,남구,행암동,효천다솜유치원,"광주광역시 남구 효우2로 5', ' 효천다솜유치원 (행암동)",062-719-7739,유치원1층 현관 중앙계단 옆,126.89202909865,35.1015108263768
187,광산구,도산동,광주광역시도시철도공사도산역,"광주광역시 광산구 상무대로 지하 125-99', ' 도산역 (도산동)",062-604-8580,고객안내센터 앞,126.787275810917,35.1313676979117
188,북구,양산동,양산중학교,광주광역시 북구 하서로229번길 30 양산중 (양산동),062-570-6111,현관,126.875007068172,35.1964582153144
189,북구,용봉동,전남대학교사범대학부설고등학교,"광주광역시 북구 용봉로 77', ' 전남대학교사범대학부설고등학교 (용봉동)",062-530-3831,본관 1층 현관,126.911144724821,35.1738813321332
190,북구,용봉동,전남대학교사범대학부설고등학교,"광주광역시 북구 용봉로 77', ' 전남대학교사범대학부설고등학교 (용봉동)",062-530-3831,본관 4층 과학교사실앞,126.911144724821,35.1738813321332
191,북구,용봉동,전남대학교사범대학부설고등학교,"광주광역시 북구 용봉로 77', ' 전남대학교사범대학부설고등학교 (용봉동)",062-530-3831,기숙사 1층 현관앞,126.911144724821,35.1738813321332
192,북구,문흥동,문흥중앙초등학교,"광주광역시 북구 문산로 17', ' 문흥중앙초등학교 (문흥동)",062-250-0589,보건실앞,126.921163227141,35.1834079441543
193,동구,용산동,용산경로당,"광주광역시 동구 남문로565번길 3-3', ' 용산경로당 (용산동)",061-2608-3306,용산 경로당 내,126.932443523923,35.1216021591134
194,남구,주월동,호남삼육중학교,"광주광역시 남구 회서로 30', ' 호남삼육중학교 (주월동)",070-8677-4890,1층 중앙현관,126.893731973537,35.130233897893
195,동구,산수동,장원부녀경로당(女),광주광역시 동구 밤실로92번길 3 (산수동),062-608-3306,장원부녀경로당(女),126.936598301035,35.1557079996548
196,동구,소태동,버들여경로당,광주광역시 동구 천변좌로630번길 3 (소태동),062-608-3306,버들여경로당,126.929338326521,35.1280533483553
197,동구,호남동,삼성경로당,광주광역시 동구 중앙로148번길 11-23 (호남동),062-608-3306,삼성경로당,126.913175266292,35.1475272422798
198,광산구,월곡동,하남중앙초등학교,"광주광역시 광산구 산정로6번길 21-20', ' 하남중앙초등학교 (월곡동)",062-958-9186,중앙현관,126.804981475086,35.168700508545
199,북구,운암동,금호중앙여자고등학교,"광주광역시 북구 금호로 100', ' 금호중앙여자고등학교 (운암동)",062-607-1097,보건실앞,126.885512578982,35.1785968979255
200,북구,문흥동,문흥중앙초등학교,"광주광역시 북구 문산로 17', ' 문흥중앙초등학교 (문흥동)",062-250-0589,도서실 앞,126.921163227141,35.1834079441543
201,동구,산수동,산수경로당(男),"광주광역시 동구 산수길 8', ' 산수경로당 (산수동)",062-608-3306,산수경로당(男),126.928004763291,35.1545810046755
202,광산구,신가동,광주선광학교,"광주광역시 광산구 목련로394번길 60-3', ' 광주선광학교 (신가동)",062-950-9119,중앙건물 1층 입구 맞은편,126.836418742535,35.1818375235835
203,광산구,선암동,선운휴먼시아관리사무소,"광주광역시 광산구 선운중앙로 68 (선암동', ' 광주선운휴먼시아)",062-941-2322,3경비초소,126.779235029606,35.1476857885272
204,광산구,임곡동,임곡중학교,"광주광역시 광산구 고봉로 812', ' 임곡중학교', '광일고등학교 (임곡동)",062-952-3802,교무실 앞 복도,126.741950812541,35.2206283826609
205,광산구,선암동,선운휴먼시아관리사무소,"광주광역시 광산구 선운중앙로 68 (선암동', ' 광주선운휴먼시아)",062-941-2322,1경비초소,126.779235029606,35.1476857885272
206,북구,문흥동,문산중학교,"광주광역시 북구 대천로 174', ' 문산중학교 (문흥동)",062-260-3566,본관1층(현관),126.923803481913,35.1893470424679
207,광산구,임곡동,광일고등학교,"광주광역시 광산구 고봉로 812', ' 임곡중학교', '광일고등학교 (임곡동)",062-952-8502,1층 교무실 앞 복도,126.741950812541,35.2206283826609
208,북구,누문동,광주제일고등학교,"광주광역시 북구 독립로237번길 33', ' 광주제일고등학교 (누문동)",062-510-8878,본관1층(현관),126.907047693296,35.1523460583173
209,북구,운암동,금호고등학교,"광주광역시 북구 금호로 100', ' 금호고등학교 (운암동)",062-608-1085,본관동 중앙현관,126.885512578982,35.1785968979255
210,북구,용봉동,전남대학교사범대학부설중학교,"광주광역시 북구 용봉로 45', ' 전남대학교 (용봉동)",062-530-4661,중앙 현관,126.901101801289,35.1729465031535
211,광산구,서봉동,동명고등학교,"광주광역시 광산구 사이동길 16', ' 동명고등학교 (서봉동)",062-943-2855,믿음관 중앙현관,126.74077744598,35.15572544466
212,광산구,장덕동,성덕중학교,"광주광역시 광산구 장덕로 65', ' 성덕중학교 (장덕동)",062-950-9850,1층 중앙현관,126.816421320303,35.1956195882396
213,광산구,신창동,전남공업고등학교,"광주광역시 광산구 왕버들로322번길 26', ' 전남공업고등학교 (신창동)",062-603-1203,본관1층 중앙현관,126.843113822031,35.1935638071041
214,동구,용산동,광주용산LH1단지,"광주광역시 동구 용산2로 20 (용산동', ' 용산엘에이치1단지)",062-229-5031,주민공동시설 1층,126.922210475969,35.1175904462554
215,남구,지석동,대촌중학교,"광주광역시 남구 고싸움로164번길 28', ' 대촌중학교 (지석동)",062-712-3180,1층 중앙 현관,126.832935338777,35.0849816602974
216,남구,백운동,광주석산고등학교,"광주광역시 남구 백운로26번길 20', ' 석산고등학교 (백운동)",062-650-7619,본관(현관),126.90836623976,35.1395772061223
217,남구,송하동,광주송원중학교,"광주광역시 남구 송암로 73', ' 송원중학교 (송하동)",062-360-5535,2층 보건실,126.873266442573,35.1081845052901
218,남구,송하동,송원고등학교,"광주광역시 남구 송암로 73', ' 송원고등학교 (송하동)",062-360-5515,송원고등학교 기숙사 사무실,126.873266442573,35.1081845052901
219,남구,주월동,호남삼육고등학교,광주광역시 남구 회서로 30 (주월동),070-8677-4838,본관 중앙현관,126.893731973537,35.130233897893
220,광산구,우산동,광주자동화설비공업고등학교,"광주광역시 광산구 사암로92번길 136-26', ' 광주자동화설비공업고등학교 (우산동)",062-949-0500,본관1층복도(중앙),126.81409208837,35.150020935567
221,광산구,우산동,광주자동화설비공업고등학교,"광주광역시 광산구 사암로92번길 136-26', ' 광주자동화설비공업고등학교 (우산동)",062-949-0500,기숙사,126.81409208837,35.150020935567
222,남구,송하동,광주인성고등학교,"광주광역시 남구 서문대로 390', ' 광주인성고 (송하동)",062-670-9295,광주인성고 1층 현관 숙직실,126.881330128591,35.1028150204428
223,광산구,송정동,광주소프트웨어마이스터고등학교,"광주광역시 광산구 상무대로 312', ' 광주소프트웨어마이스터고등학교 (송정동)",062-949-6800,보건실,126.800771954215,35.1427689679488
224,광산구,월계동,월계중학교,"광주광역시 광산구 첨단중앙로181번길 82', ' 월계중학교 (월계동)",062-970-9790,본관1층 복도,126.832919595459,35.2199238933035
225,남구,송하동,송원고등학교,"광주광역시 남구 송암로 73', ' 송원고등학교 (송하동)",062-360-5515,송원고등학교 2층 교무실,126.873266442573,35.1081845052901
226,광산구,운수동,보문고등학교,"광주광역시 광산구 어등대로529번길 37', ' 보문고등학교 (운수동)",062-940-8867,중앙현관,126.776870489042,35.1538630655337
227,동구,산수동,율곡초등학교,"광주광역시 동구 밤실로 142', ' 율곡초등학교 (산수동)",062-260-2204,중앙현관,126.935603328592,35.1605384025145
228,남구,주월동,대광여자고등학교,"광주광역시 남구 서문대로742번길 13', ' 대광여자고등학교 (주월동)",062-672-1217,대광여자고등학교 1층 현관,126.899102425069,35.1252442102441
229,남구,봉선동,문성중학교,광주광역시 남구 제석로 73 (봉선동),062-670-7600,문성중학교 1층 중앙현관 우측,126.904988359537,35.1204593851319
230,광산구,송정동,광주소프트웨어마이스터고등학교,"광주광역시 광산구 상무대로 312', ' 광주소프트웨어마이스터고등학교 (송정동)",062-949-6800,강당,126.800771954215,35.1427689679488
231,광산구,신창동,전남공업고등학교,"광주광역시 광산구 왕버들로322번길 26', ' 전남공업고등학교 (신창동)",062-603-1203,전기과 실습동,126.843113822031,35.1935638071041
232,광산구,장덕동,장덕고등학교,"광주광역시 광산구 수등로 45', ' 장덕고등학교 (장덕동)",9569394,2층 실내체육관,126.815342682223,35.1859242523047
233,광산구,산월동,봉산유치원,광주광역시 광산구 산월로 57 (산월동),062-973-9571,현관 및 통로,126.843726156976,35.2095751396035
234,광산구,장덕동,장덕중학교,"광주광역시 광산구 수등로 11', ' 장덕중학교 (장덕동)",062-717-8541,전관 1층현관,126.811118443079,35.1862538531336
235,광산구,장덕동,고실초등학교,"광주광역시 광산구 풍영로 300', ' 고실초등학교 (장덕동)",062-950-9999,강당앞,126.816592184632,35.1983518467549
236,광산구,신창동,전남공업고등학교,"광주광역시 광산구 왕버들로322번길 26', ' 전남공업고등학교 (신창동)",062-603-1203,체육관,126.843113822031,35.1935638071041
237,광산구,신창동,전남공업고등학교,"광주광역시 광산구 왕버들로322번길 26', ' 전남공업고등학교 (신창동)",062-603-1203,급식실,126.843113822031,35.1935638071041
238,광산구,신창동,전남공업고등학교,"광주광역시 광산구 왕버들로322번길 26', ' 전남공업고등학교 (신창동)",062-603-1203,산업과 실습동,126.843113822031,35.1935638071041
